Fp1,Fp2,F3,F4,C3,C4
-2.76274,-1.00860,1.27613,2.42036,0.95462,0.67455
-2.95683,-0.96205,1.45053,2.10380,0.77058,0.27587
-2.74791,-0.75965,1.51220,2.22301,0.80514,0.24809
-2.49330,-0.38532,1.85620,2.38295,0.64101,0.54767
-2.43267,-0.28214,2.24579,2.17700,0.86748,0.76099
-2.30448,-0.29964,1.93236,2.36839,0.93081,0.62385
-2.38009,-0.45954,1.95551,1.85341,0.76668,0.32224
-2.19828,-0.22296,1.74058,2.12454,0.73252,0.29183
-2.00535,-0.06468,2.18860,2.22843,0.83395,0.31037
-1.67428,0.27268,2.08597,2.24624,0.87238,0.71000
-1.39919,0.14824,1.93879,2.19973,0.81717,0.21356
-1.72416,0.25810,2.07348,2.02416,0.64337,0.03634
-1.66553,-0.02238,1.84604,1.84853,0.47616,-0.10494
-1.62296,0.31587,2.06439,1.88698,0.34629,-0.37122
-1.45174,0.51003,2.25178,2.36856,0.38439,-0.33991
-1.50071,0.45551,2.14606,2.10045,0.44973,-0.30819
-1.69724,0.28977,1.95247,1.78280,0.11173,-0.64261
-1.45987,0.34884,2.16827,1.69473,0.20399,-0.75578
-1.62176,0.71283,2.19521,1.76870,-0.03251,-0.89421
-1.18740,0.71728,2.11661,2.03120,0.16047,-0.76029
-1.09177,0.66099,2.26989,2.04129,-0.03404,-0.73769
-1.17728,0.69476,1.99958,1.91215,-0.11849,-1.13589
-1.15087,0.52900,2.02915,1.75364,-0.17121,-1.01581
-1.14128,0.74067,2.03289,1.91605,-0.33696,-1.41618
-1.11264,0.82387,2.55249,1.97839,-0.37381,-1.43616
-1.29695,1.02226,2.29673,1.91852,-0.61885,-1.33620
-1.44064,0.94841,2.22928,1.66917,-0.56801,-1.65195
-1.23256,1.02307,2.47702,1.49186,-1.03730,-1.88830
-1.15245,1.09500,2.81927,1.52934,-1.14453,-1.63285
-0.98557,1.39559,3.11118,1.69057,-0.95719,-1.73463
-0.92324,1.70757,3.12048,1.74871,-1.12625,-1.66873
-1.02586,1.77096,2.79997,1.47565,-1.28250,-1.66374
-1.06093,1.71309,2.98306,1.20158,-1.20778,-2.00509
-0.82160,1.99673,2.79632,1.09408,-1.28699,-2.02037
-0.17596,2.03640,2.93980,1.50763,-1.09061,-1.99643
-0.09151,2.23838,3.19123,1.55901,-1.33262,-1.67279
0.06068,2.16062,2.83090,1.42427,-1.30800,-1.81518
-0.31116,2.35986,2.75478,1.12371,-1.84325,-2.10183
0.04823,2.12422,2.67448,1.19218,-1.96216,-2.32433
0.28131,2.57945,2.89191,1.12164,-1.77901,-2.21478
0.43096,2.76941,3.04885,1.17608,-1.61882,-2.29872
0.62325,2.70723,3.04728,0.77493,-1.76797,-2.17729
0.42885,2.60582,2.54854,0.65375,-2.04627,-2.23016
0.54231,2.82626,2.78937,0.14169,-2.26109,-2.20040
0.98220,3.14660,2.51712,0.15914,-2.14059,-2.05901
0.99714,2.93558,2.82879,0.32120,-1.96113,-1.96449
1.13256,3.08584,2.56857,0.20231,-2.21380,-2.06287
1.12096,2.96942,2.34754,0.02533,-2.24756,-2.06552
1.32671,2.94694,2.11722,-0.29351,-2.15772,-2.07312
1.50506,2.99077,2.05807,-0.38427,-2.16026,-2.08579
1.64203,2.98930,1.95019,-0.18123,-1.88516,-1.83204
1.74787,2.80556,1.89969,-0.52689,-1.91625,-2.04338
1.47944,2.96612,1.69625,-0.74721,-2.30204,-1.89866
1.70748,2.89596,1.71732,-1.08290,-2.32171,-2.12251
1.77667,2.84724,1.92599,-1.02901,-2.15830,-1.58977
2.05236,3.11533,1.75561,-0.78910,-1.68519,-1.44286
2.26774,3.05514,1.79347,-1.33004,-1.85223,-1.40868
2.14079,3.16671,1.33259,-1.36755,-1.80196,-1.84644
1.91369,2.70206,1.04348,-1.62934,-2.06360,-1.87410
2.51210,2.89072,1.26393,-1.49773,-1.72700,-1.47632
2.55007,3.00964,1.13295,-1.20558,-1.57109,-1.56785
2.78168,3.09916,1.17109,-0.98416,-1.34551,-1.41101
2.51032,2.63620,0.61907,-1.45241,-1.49478,-1.67591
2.34739,2.35748,0.32755,-1.25572,-1.73292,-1.95065
2.52107,2.43355,0.39901,-1.55459,-1.66807,-1.90068
2.73891,2.59790,0.58561,-1.35980,-1.87332,-1.67305
2.68569,2.51263,0.52409,-1.43317,-1.52228,-1.66425
2.55720,2.17090,0.40731,-1.35364,-1.98862,-1.85096
2.42183,2.32774,0.08335,-1.75678,-2.01798,-1.89273
2.32794,2.07642,0.09914,-1.82949,-1.75392,-1.68887
2.69613,2.30910,0.22706,-1.72022,-1.67903,-1.65114
2.49760,2.16235,0.17534,-1.56305,-1.76999,-1.59152
2.68646,1.91548,-0.04930,-1.64708,-1.79855,-1.55719
2.50915,1.96482,-0.10320,-1.70756,-1.95545,-1.78948
2.57967,1.76320,-0.10148,-1.44999,-1.90852,-1.51769
2.62032,1.82490,0.05258,-1.60762,-1.59524,-1.48741
2.56805,1.89670,-0.09429,-1.63253,-1.84959,-1.52275
2.53591,1.58502,-0.25018,-1.73178,-1.77400,-1.63247
2.05349,1.46332,-0.40141,-2.02470,-2.03210,-1.43582
2.45556,1.72895,-0.28653,-2.15329,-1.79334,-1.23910
2.32091,1.91097,-0.21941,-1.84350,-1.82746,-0.86108
2.70079,1.96796,-0.12335,-2.07814,-1.40930,-0.66857
2.45510,1.89329,-0.05895,-2.16296,-1.51593,-0.50451
2.48754,1.81840,-0.65511,-2.29415,-1.52479,-0.91802
2.67943,1.61372,-0.44355,-2.22686,-1.61319,-0.49694
3.00262,1.86727,-0.61624,-2.16383,-0.97876,-0.22259
3.21435,1.84418,-0.40168,-1.86097,-1.07796,-0.04369
3.13382,1.62737,-0.65958,-1.94992,-1.08287,-0.06902
2.69234,1.23186,-1.30075,-2.28594,-1.16443,-0.38665
2.66827,1.20429,-1.22047,-2.41059,-1.09098,-0.19769
2.70855,1.31034,-1.34287,-2.32763,-0.74005,-0.06234
3.06366,1.33665,-1.15003,-1.96626,-0.49690,0.36870
2.93459,0.90601,-1.39761,-2.03327,-0.64090,0.43599
2.68514,0.75854,-1.76483,-2.60124,-0.46672,0.41931
2.78934,0.76833,-1.76997,-2.56270,-0.67023,0.22087
2.82755,0.80833,-1.63884,-2.63638,-0.48583,0.49697
2.92451,0.45621,-1.93333,-2.33184,0.01823,1.03060
2.57631,0.48810,-1.79326,-2.32471,0.23351,0.89186
2.58104,0.27464,-2.07604,-2.52734,0.00869,0.90082
2.54768,-0.04553,-2.51896,-2.58006,0.22518,0.86777
2.45535,-0.14250,-2.45071,-2.29079,0.22304,0.88324
2.22945,-0.05454,-2.28473,-2.05678,0.44393,1.02530
2.29486,-0.56999,-2.43347,-1.90882,0.45105,1.24451
2.03820,-0.89873,-2.71140,-2.24655,0.45813,1.15906
1.84287,-0.76980,-2.56330,-2.20168,0.43126,1.02402
1.55273,-0.89908,-2.46279,-1.97360,0.81935,1.13026
1.75026,-0.64197,-2.49622,-1.95194,0.89906,1.61854
1.65236,-1.02828,-2.32993,-1.62244,0.93731,1.71118
1.36280,-1.04103,-2.42253,-1.71690,1.11054,1.30005
1.28977,-1.13112,-2.87456,-1.99825,0.78886,1.29834
1.12380,-1.17294,-2.71953,-1.48454,0.98080,1.55171
1.17580,-1.26103,-2.45674,-1.11202,1.53794,1.90809
1.16186,-1.06087,-2.33769,-0.95015,1.40638,1.93354
1.03222,-1.51594,-2.60800,-0.97121,1.32230,1.47172
0.61103,-1.74359,-2.93690,-1.00827,1.31842,1.21462
0.34322,-2.02305,-2.73773,-0.80568,1.33736,1.18107
0.70466,-1.71902,-2.42285,-0.60658,1.30844,1.45980
0.62668,-1.78953,-2.44235,-0.32675,1.43877,1.56810
0.43042,-1.98311,-2.21206,-0.61997,1.41412,1.52133
0.05881,-1.93755,-2.54384,-0.64684,1.29758,1.40077
0.03034,-1.95715,-2.55535,-0.72302,1.14979,1.64304
0.19385,-1.98927,-2.38043,-0.36690,1.25042,1.93019
0.23838,-2.04715,-2.12683,-0.19230,1.27460,1.83362
-0.08231,-2.11905,-2.32106,-0.48585,1.58409,1.97163
-0.17874,-2.33231,-2.20822,-0.43688,1.46491,1.71211
-0.30449,-2.36769,-2.10187,-0.21579,1.31525,2.02494
-0.24738,-2.28646,-1.94554,-0.06372,1.42098,2.12160
-0.28925,-2.02568,-2.14132,-0.04996,1.66258,2.22669
-0.45371,-2.38040,-1.86410,-0.11717,1.73413,2.06245
-0.80308,-2.63400,-2.02304,-0.37612,1.51306,1.88514
-0.99905,-2.65085,-1.88498,-0.26508,1.36629,2.25911
-0.89506,-2.39989,-1.52891,0.05784,1.82452,2.39993
-0.58247,-2.13144,-1.35447,0.06737,2.20283,2.66424
-1.07363,-1.99112,-1.42876,0.18589,2.18437,2.80253
-1.20271,-2.25234,-1.85290,0.07995,1.98615,2.39325
-1.02681,-2.45014,-2.03114,0.05670,2.02472,2.37566
-1.13280,-2.42208,-1.84764,0.15526,2.27592,2.67556
-0.62311,-2.02916,-1.52337,0.56035,2.55585,2.75088
-0.87684,-2.25281,-1.64856,0.64174,2.62632,2.76143
-1.04532,-2.42643,-1.74862,0.66049,2.56596,2.60386
-1.24098,-2.75968,-2.14164,0.58249,2.24796,2.45404
-1.31513,-2.85077,-1.78269,0.50319,2.42887,2.12134
-1.19698,-2.55868,-1.66706,0.71077,2.67626,2.44307
-1.39812,-2.63970,-1.59765,0.78264,2.73073,2.51454
-1.56424,-2.63033,-1.39892,0.63358,2.22086,2.07286
-1.85443,-2.75736,-1.75882,0.73518,2.35053,2.25350
-1.93130,-3.05910,-1.48305,0.72343,2.37541,1.93578
-1.98432,-2.94063,-1.18467,1.17281,2.44623,2.05431
-1.95569,-2.93267,-1.17814,1.16814,2.64964,2.10686
-2.38393,-2.86953,-1.39310,1.45949,2.43124,1.84314
-2.42764,-3.24807,-1.26911,1.23804,2.43855,1.77257
-2.28943,-2.98757,-1.25048,1.31317,2.36375,1.67120
-2.49622,-2.84568,-0.73634,1.63410,2.33019,1.83243
-2.59834,-3.05276,-0.64763,1.79334,2.05996,1.69949
-3.08278,-2.95912,-0.80597,1.51606,2.02744,1.28485
-3.26782,-3.06247,-0.49199,1.56732,1.83139,1.00956
-3.21822,-3.05472,-0.22277,1.83784,1.74651,1.12303
-2.92648,-2.73409,0.00488,2.16238,1.80898,1.45772
-2.88001,-2.30297,0.28447,2.15094,1.91593,1.39781
-2.99093,-2.62873,0.00575,1.85676,1.56248,1.08508
-3.50062,-2.28030,0.28347,2.06913,1.60377,1.04895
-3.16503,-2.24672,0.30332,2.12584,1.53636,0.95443
-2.77061,-1.98756,0.73559,2.39603,1.44902,1.01841
-2.82545,-1.65949,0.57269,2.58893,1.79812,0.84955
-3.13010,-1.82307,0.48735,2.58414,1.30350,0.80811
-3.06136,-1.86230,0.67910,2.54998,0.93123,0.25292
-3.17122,-2.11872,0.60755,2.14706,0.96124,0.07393
-3.01340,-1.85177,0.90038,2.30424,1.02741,0.19837
-2.79674,-1.42505,1.03624,2.36687,1.13067,0.47113
-2.86910,-1.52174,1.19844,2.21350,0.82167,0.50595
-3.02265,-1.38082,1.10742,2.14993,0.56214,0.11584
-3.08124,-1.11535,1.17012,1.91999,0.60400,0.06151
-2.96694,-1.11028,1.34854,2.23656,0.38948,0.12019
-2.66065,-0.91545,1.33210,2.01832,0.45710,0.45940
-2.40202,-0.77904,1.26853,2.18773,0.50840,0.37025
-2.66586,-0.95872,1.11687,2.09348,0.49820,0.02294
-2.58402,-0.67911,1.15442,1.88874,0.47938,-0.22383
-2.65301,-0.57536,1.39848,1.82481,0.56197,0.00030
-2.56080,-0.65546,1.51046,2.02659,0.55309,-0.21826
-2.46006,-0.50832,1.65556,1.62186,0.15048,-0.21829
-2.41236,-0.48157,1.59365,1.69938,0.16496,-0.27483
-2.68766,-0.51329,1.31681,1.41096,0.08781,-0.56422
-2.37085,-0.46995,1.78057,1.36518,0.15091,-0.43526
-2.28172,0.00294,2.12179,1.50655,0.27357,-0.39318
-2.09448,0.23054,1.87574,1.59408,0.00976,-0.28328
-2.38739,-0.07242,1.86118,1.14902,-0.03484,-0.40533
-2.37010,0.13854,1.78551,1.32507,-0.06338,-0.70682
-1.99102,0.19650,1.86782,1.59915,-0.12858,-0.75742
-1.59906,0.32642,2.10619,1.70872,0.07226,-0.47914
-1.75864,0.49440,1.79139,1.83728,0.04887,-0.63045
-1.90714,0.41427,1.77880,1.55846,-0.27278,-1.33315
-1.86279,0.30405,1.51149,1.53056,-0.59175,-1.44927
-1.78261,0.39339,1.59549,1.54119,-0.72345,-1.60703
-1.76649,0.38601,1.93096,1.70551,-0.73715,-1.67189
-1.62599,0.75861,2.08039,1.49871,-0.45814,-1.58087
-1.81720,0.49681,2.07354,1.22334,-0.93404,-1.74015
-1.54587,0.45915,2.03981,1.10309,-1.07329,-2.19429
-1.72665,0.68687,2.18527,1.12145,-1.13783,-2.24983
-1.25751,0.79789,2.25250,1.14481,-1.15085,-2.21468
-1.10807,0.96564,2.36443,1.23168,-1.11848,-2.15249
-1.15392,0.95069,2.32022,1.19672,-1.59750,-2.18436
-1.33388,0.80848,2.16712,1.05285,-1.78593,-2.31441
-1.24146,1.16201,1.93802,1.02054,-1.64772,-2.69031
-1.05076,1.34019,2.45547,1.00364,-1.77203,-2.39822
-1.07675,1.28221,2.30310,1.03157,-1.86677,-2.49170
-0.88058,1.49799,2.45420,0.95663,-1.99717,-2.56454
-1.09574,1.50896,2.18159,0.62988,-2.54521,-2.84325
-0.90608,1.43820,2.51701,0.42423,-2.22092,-2.73026
-0.47369,1.85162,2.76130,0.40640,-2.22352,-2.29604
-0.37706,2.18909,2.78367,0.49736,-2.21286,-2.38130
-0.54163,2.10305,2.62713,0.33959,-2.17325,-2.59181
-0.27124,2.09512,2.61086,0.06290,-2.57828,-2.39505
0.01900,2.45038,2.52899,0.14930,-2.65695,-2.71945
0.44892,2.74922,2.62652,0.27762,-2.08080,-2.17583
0.70155,2.76032,2.35637,0.35129,-2.06909,-2.29793
0.83295,2.71456,2.11804,0.10919,-2.31228,-2.20182
0.65578,2.55269,1.97104,-0.28905,-2.52189,-2.67173
0.60748,2.65823,1.83486,-0.59225,-2.49573,-2.76047
0.70518,2.67815,1.77793,-0.30038,-2.49637,-2.70220
1.21400,2.85819,2.02184,-0.39434,-2.31633,-2.31047
1.12736,2.79133,1.95906,-0.45488,-2.53115,-2.36309
1.31259,2.83235,1.83628,-1.11741,-2.68717,-2.52094
1.19167,2.64777,1.57223,-0.99283,-2.75422,-2.51131
1.47071,2.61406,1.62259,-1.14050,-2.52954,-2.06299
1.71130,2.85692,1.48473,-1.09946,-2.19974,-2.00029
1.69083,2.87823,1.18922,-1.13037,-2.31388,-1.94932
1.86644,2.68553,1.09346,-1.35286,-2.25279,-2.14175
1.81731,2.29879,0.85278,-1.30340,-2.32014,-2.04130
1.93717,2.50706,0.84222,-1.44161,-2.18313,-2.12031
1.94381,2.44228,0.79652,-1.43867,-2.09630,-2.01916
1.96564,2.53083,0.62920,-1.48818,-1.94819,-2.12797
1.93722,2.15527,0.76288,-1.70814,-2.39904,-2.05810
1.76768,2.09016,0.43428,-1.97084,-2.44563,-2.33962
1.93773,2.16766,0.42913,-1.70517,-2.15747,-2.08901
2.11112,2.55818,0.63150,-1.68577,-1.79856,-1.86177
2.36382,2.46884,0.58994,-1.60563,-1.93152,-1.88738
1.96979,2.39804,0.43848,-2.09270,-1.96502,-1.94803
2.15183,1.95401,0.18041,-1.96158,-1.93628,-2.09345
2.39286,2.03267,0.13041,-1.90427,-1.93300,-1.79649
2.70731,2.55421,0.51521,-1.41981,-1.55541,-1.54992
2.55926,2.44568,0.12045,-1.49602,-1.53140,-1.41734
2.62464,2.06723,0.18209,-1.64577,-1.68771,-1.94025
2.16449,2.04961,-0.10974,-1.73160,-2.11012,-1.83408
2.30502,1.63946,-0.19791,-1.88291,-1.99667,-2.17629
2.38117,2.10907,-0.07983,-1.75008,-1.84768,-1.93006
2.49450,1.98186,-0.01289,-1.54503,-1.84117,-1.65215
2.58075,1.96853,-0.10910,-1.77327,-2.09877,-1.49022
2.37531,1.60162,-0.23203,-2.06931,-2.05367,-1.48154
2.50019,1.79164,-0.37329,-2.11164,-1.89708,-1.53028
2.55221,1.98381,-0.42955,-1.93702,-1.82339,-1.18406
2.54618,1.86860,-0.22695,-1.69989,-1.52046,-1.25672
2.87276,2.00587,-0.23257,-1.71635,-1.54503,-0.93742
2.40273,1.79424,-0.52103,-1.96080,-1.75187,-1.15465
2.54166,1.39001,-0.59091,-2.01092,-1.77242,-0.79044
2.67194,1.81339,-0.59301,-2.00401,-1.30604,-0.70749
2.92641,1.58662,-0.42554,-1.86111,-1.47968,-0.44420
2.67393,1.48506,-0.71510,-1.99881,-1.29561,-0.39698
2.35575,1.44018,-0.84478,-2.29075,-1.52829,-0.65039
2.45823,1.38025,-1.04422,-2.29362,-1.48493,-0.26981
2.65371,1.44010,-0.71076,-2.10614,-1.19787,-0.02497
3.08778,1.51762,-0.58462,-2.28313,-0.67058,0.23328
3.02948,1.39316,-0.76238,-2.38728,-0.56076,0.35897
2.90378,1.03045,-1.33016,-2.55937,-0.68109,0.47863
2.62388,1.17599,-1.49948,-2.38848,-0.60029,0.65729
2.81764,1.25158,-1.45061,-2.08722,-0.15000,0.65765
3.37513,1.36668,-1.25621,-1.94490,0.18946,1.01902
3.02091,0.95476,-1.58044,-1.95462,0.32797,1.16029
2.75171,0.47513,-1.71148,-1.97380,0.26998,0.94837
2.78098,0.22193,-2.08580,-2.37722,0.12561,0.97379
2.69440,0.34521,-1.99903,-1.89899,0.13277,0.83836
2.84419,0.51206,-2.07594,-1.83608,0.71817,1.08294
2.77801,0.20332,-2.10445,-1.61846,0.79266,1.35084
2.42048,0.16412,-2.11626,-2.02758,0.79952,1.30493
2.42731,-0.17296,-2.29547,-2.04370,0.53506,1.11755
2.12848,-0.47570,-2.49947,-1.70485,0.95855,1.54935
2.23821,-0.13423,-2.21524,-1.79951,1.16871,1.59403
2.16244,-0.28655,-2.32005,-1.36136,1.17799,1.51955
2.08860,-0.66309,-2.46191,-1.58108,1.06887,1.49028
1.89512,-0.81243,-2.42097,-1.29709,0.97019,1.40805
1.66090,-0.92775,-2.67103,-1.28523,1.43325,1.55244
1.71831,-1.12952,-2.19627,-1.00367,1.35162,1.56483
1.68742,-0.96646,-2.12488,-1.15622,1.26204,1.61420
1.09610,-1.32944,-2.57467,-1.06959,1.43131,1.54988
0.81871,-1.54564,-2.27797,-1.25282,1.16174,1.67421
0.89423,-1.29199,-2.22582,-0.77819,1.27603,1.89571
1.07841,-1.37393,-1.77786,-0.72949,1.73609,2.01701
0.80979,-1.08999,-1.75898,-0.63751,1.87595,2.23693
0.81339,-1.55921,-1.92006,-0.47869,1.47201,2.08969
0.32939,-1.42442,-1.97587,-0.64899,1.43852,2.20820
0.66118,-1.43745,-1.92579,-0.41808,1.64224,2.00548
0.59276,-1.17620,-1.70686,-0.11318,2.18656,2.42415
0.83098,-1.13790,-1.82285,0.12301,2.12029,2.50974
0.56797,-1.51257,-1.85279,0.09594,1.86680,2.50382
0.13076,-1.66923,-2.07115,0.21087,1.74013,2.22432
0.31560,-1.75661,-1.98119,0.00981,1.94597,2.13140
0.29485,-1.73031,-1.87369,0.48080,1.95506,2.16691
0.09682,-1.40557,-1.41066,0.53945,2.04963,2.36820
0.05525,-1.53947,-1.63834,0.47903,2.23945,2.45254
0.03739,-1.93380,-1.62145,0.39781,1.75642,2.38094
-0.21011,-2.01994,-1.56039,0.14323,2.06712,2.43987
-0.19436,-1.72343,-1.38940,0.57619,2.00621,2.64348
-0.10352,-1.82355,-1.27088,0.54117,2.21574,3.04060
-0.07336,-1.75350,-1.53113,0.39757,2.54526,2.98146
-0.43039,-1.97818,-1.57405,0.57541,2.47533,2.60650
-0.38038,-2.01837,-1.64084,0.48700,2.29572,2.68911
-0.58263,-1.96088,-1.65492,0.75387,2.39779,2.99209
-0.44347,-1.88763,-1.18449,0.71560,2.64777,3.10545
-0.45611,-1.95034,-1.24954,0.89242,2.71362,3.03844
-1.11160,-2.21498,-1.49759,0.47666,2.62083,2.84181
-1.06489,-2.16025,-1.43289,0.76812,2.45315,2.97617
-0.80810,-2.08209,-1.15175,0.70116,2.54600,3.17409
-1.05715,-2.01106,-0.79142,0.85719,2.96672,3.38950
-0.93789,-2.02926,-0.97960,0.87653,2.79507,3.34739
-1.10248,-2.31813,-1.01610,0.73954,2.87367,2.76269
-1.32334,-2.48491,-1.13428,0.77016,2.88069,2.68045
-1.26722,-2.07047,-1.14473,1.25993,3.22259,2.83461
-1.22357,-2.21270,-0.63460,1.73877,3.37231,3.05125
-1.38624,-2.26388,-0.92057,1.69371,3.25430,2.89775
-1.57762,-2.45084,-1.04364,1.64638,2.98703,2.48930
-1.82315,-2.58507,-1.01263,1.78084,2.97504,2.04530
-1.77595,-2.42201,-1.09567,1.72159,2.75098,2.19674
-1.78758,-2.46526,-0.75564,1.86509,2.97142,2.24850
-1.74347,-2.53430,-0.54864,2.14564,2.84805,2.27834
-2.26249,-2.29532,-0.38574,2.03601,2.41463,2.07265
-2.26872,-2.56375,-0.56725,2.17453,2.42194,1.69054
-2.61736,-2.66124,-0.47240,1.93714,2.17834,1.57362
-2.23582,-2.28834,-0.16610,2.49376,2.47541,1.73991
-2.47873,-2.01230,0.17817,2.45092,2.29955,1.56279
-2.62890,-2.10211,0.10762,2.34902,1.99765,1.60264
-2.52127,-2.48749,-0.00470,2.43790,2.11982,1.11462
-2.80102,-2.35279,0.11103,2.41933,1.82799,1.12147
-2.51614,-2.26537,0.35871,2.65628,1.97001,1.35185
-2.94440,-2.13786,0.58111,2.74841,1.91946,1.34484
-2.96532,-1.93441,0.52176,2.56268,1.67034,0.81039
-3.15293,-1.89652,0.66817,2.54261,1.21105,0.87018
-3.12057,-2.01962,1.04454,2.36467,1.44639,0.84778
-3.01535,-1.67854,1.45527,2.64360,1.36973,0.90980
-2.82303,-1.06305,1.51757,2.42617,1.42494,0.89709
-2.76517,-1.30591,1.60024,2.39175,1.37588,0.86321
-2.79733,-1.31290,1.45936,2.15154,1.07493,0.51113
-3.00855,-1.09530,1.57038,2.24667,1.13016,0.52731
-2.64183,-0.92456,1.43742,2.32622,1.35155,0.89363
-2.13254,-0.70614,1.68361,2.70836,1.37915,0.98015
-2.16522,-0.77215,1.52312,2.52442,1.09294,0.61904
-2.55672,-0.90041,1.60788,2.43765,0.79626,0.15212
-2.45468,-0.64820,1.56096,2.04727,0.48398,-0.03628
-2.44926,-0.79822,1.59876,2.17917,0.79729,0.10128
-2.17153,-0.29001,1.86864,2.48937,0.89191,0.01065
-2.07984,-0.13805,1.59995,2.07854,0.51833,0.08450
-2.18083,-0.28394,1.72072,1.97045,0.36730,-0.12309
-2.41540,-0.51309,1.40876,1.92449,0.35060,-0.14667
-2.19588,-0.12320,1.48998,1.69607,0.33035,-0.01120
-1.90135,0.04838,1.87639,1.93867,0.49042,0.00732
-1.78399,-0.21509,1.59101,1.69528,0.29666,-0.19114
-2.17176,-0.04691,1.49478,1.79437,0.16098,-0.60107
-2.09286,-0.25686,1.39104,1.42537,-0.11647,-0.80454
-1.84981,-0.04118,1.58058,1.56563,-0.05462,-0.81447
-1.97662,-0.07545,1.63504,1.62544,0.01806,-0.70071
-2.01892,0.17028,1.74928,1.47045,0.05020,-0.83837
-2.20509,-0.17340,1.60500,1.35298,-0.33681,-1.04607
-2.34451,-0.00613,1.60918,1.01556,-0.48035,-1.35000
-1.89719,-0.05886,1.76220,1.22189,-0.47939,-1.11830
-2.02899,0.52017,2.14059,1.30103,-0.58299,-0.98038
-1.84914,0.59720,1.99646,1.30814,-0.36099,-1.32849
-1.89110,0.24084,2.01187,0.94123,-0.71822,-1.66315
-2.02837,0.27401,1.71588,0.82272,-1.14357,-1.57466
-1.82991,0.58506,2.06009,0.94215,-0.99865,-1.76530
-1.35539,0.79775,1.95260,1.45974,-0.84647,-1.91287
-1.30373,0.78709,2.23817,1.35810,-0.73329,-1.88814
-1.51755,0.83901,2.12302,1.13921,-1.22640,-2.12875
-1.47662,0.62114,1.61198,1.13316,-1.64103,-2.40179
-1.68438,0.86145,1.85467,0.91434,-1.56024,-2.65862
-1.19117,0.89132,2.15726,0.98055,-1.69156,-2.42516
-1.30289,1.20437,2.41043,1.04586,-1.70914,-2.37653
-1.18016,1.32595,2.02800,0.84189,-1.98626,-2.60092
-1.33954,0.98103,2.18332,0.61567,-2.43003,-2.76507
-1.23318,1.18366,1.96621,0.34807,-2.59441,-2.75814
-1.02730,1.52703,2.33915,0.37277,-2.39214,-2.73497
-0.82572,1.62738,2.24632,0.55026,-2.25162,-2.60552
-0.57861,1.88144,2.03536,0.35712,-2.35905,-3.01063
-0.64492,1.56914,1.82419,0.32274,-2.55420,-2.95267
-0.40441,1.70586,1.81788,0.21772,-2.67574,-3.07647
-0.28220,1.68204,2.01372,0.23079,-2.71912,-2.76307
-0.04186,2.03456,2.03937,-0.12192,-2.86299,-2.69147
-0.16653,1.73120,1.90522,-0.17543,-2.98349,-2.88751
-0.28915,2.00698,1.70964,-0.54397,-3.21788,-3.02078
-0.08648,2.13816,1.68222,-0.81372,-2.99172,-2.76392
-0.00482,2.18533,1.99595,-0.66848,-3.07789,-2.78279
0.56052,2.68326,1.92540,-0.87031,-2.70934,-2.37996
0.44879,2.49365,1.96660,-0.87808,-2.92878,-2.57530
0.49966,2.43930,1.73709,-1.48427,-2.95611,-2.60514
0.81872,2.43696,1.37353,-1.55186,-3.05623,-2.52279
0.93739,2.72310,1.42155,-1.45632,-2.51243,-2.50619
1.29373,2.79961,1.24554,-1.20528,-2.27897,-2.44551
1.33805,2.60353,1.26287,-1.13245,-2.20876,-2.50694
1.10396,2.34219,0.64460,-1.52471,-2.41575,-2.63085
1.08622,2.23553,0.52467,-1.54187,-2.73039,-2.92290
1.32957,2.27049,0.42232,-1.72529,-2.54427,-2.83302
1.75646,2.39553,0.70539,-1.66807,-2.61573,-2.69433
1.52915,2.15063,0.48971,-1.85185,-2.64118,-2.62639
1.56471,2.25116,0.29178,-1.93200,-2.47354,-2.68476
1.42235,2.14442,0.25350,-2.25157,-2.56820,-2.63775
1.78003,1.95511,0.35454,-2.16696,-2.83987,-2.55427
1.67769,1.99670,0.18951,-2.00720,-2.35267,-2.22575
1.95817,2.07925,0.14044,-2.03543,-2.41257,-2.39155
1.89015,1.99816,-0.27021,-2.22735,-2.47773,-2.38356
1.81117,1.64178,-0.40770,-2.42863,-2.44885,-2.55175
1.77031,1.49836,-0.15316,-2.11121,-2.55970,-2.69056
1.71456,1.50661,-0.38695,-2.18498,-2.52408,-2.52154
1.85642,1.68811,-0.08905,-2.22763,-2.50143,-2.39421
1.42727,1.56672,-0.25121,-2.12868,-2.47675,-2.39994
1.44945,1.20781,-0.56863,-2.51551,-2.82175,-2.66603
1.48769,1.43810,-0.55075,-2.40098,-2.47663,-2.46912
1.93459,1.60024,-0.29785,-2.09837,-2.39794,-2.21399
1.71000,1.52160,-0.26432,-2.32347,-2.39235,-1.99811
1.59803,1.52014,-0.18610,-2.45998,-2.31306,-2.13915
1.60907,1.23447,-0.38526,-2.40000,-2.43098,-2.07827
1.86114,1.57201,-0.75733,-2.46490,-2.28671,-1.76545
2.13070,1.72521,-0.29106,-2.25583,-2.07317,-1.57663
2.42810,1.61162,-0.36417,-2.07830,-1.79336,-1.60704
2.09350,1.63385,-0.71852,-2.24524,-1.89801,-1.64480
2.17968,1.32656,-0.94695,-2.29198,-2.23604,-1.85722
2.11978,1.08916,-0.89332,-2.30601,-2.32028,-1.59161
2.16750,1.29203,-0.87788,-2.08436,-2.22076,-1.60246
